journal,title,year,doi,novel_taxon,geography,age1,age2
Current Biology,Global patterns of diversity and distribution in Aspergillus fungi are driven by human and environmental influences,2025,10.1016/j.cub.2025.07.081,,,,
Current Biology,How many metazoan species live in the world’s largest mineral exploration region?,2023,10.1016/j.cub.2023.04.052,,,,
Current Biology,Genomic analysis reveals cryptic diversity in aphelids and sheds light on the emergence of Fungi,2022,10.1016/j.cub.2022.08.071,,,,
Current Biology,Evolutionary history of the extinct Sardinian dhole,2021,10.1016/j.cub.2021.09.059,,,,
Current Biology,"Potential for Powered Flight Neared by Most Close Avialan Relatives, but Few Crossed Its Thresholds",2020,10.1016/j.cub.2020.06.105,,,,
Current Biology,Algal Biogeography: Metagenomics Shows Distribution of a Picoplanktonic Pelagophyte,2012,10.1016/j.cub.2012.07.030,,,,
Current Biology,A New Lineage of Eukaryotes Illuminates Early Mitochondrial Genome Reduction,2017,10.1016/j.cub.2017.10.051,,,,
Current Biology,Multiple Metabolic Innovations and Losses Are Associated with Major Transitions in Land Plant Evolution,2020,10.1016/j.cub.2020.02.086,,,,
Current Biology,Spiralian Phylogeny Informs the Evolution of Microscopic Lineages,2015,10.1016/j.cub.2015.06.068,,,,
Current Biology,Century-old herbarium specimen provides insights into Pierce’s disease of grapevines emergence in the Americas,2025,10.1016/j.cub.2024.11.029,,,,
Current Biology,Phylogenomic insights into the first multicellular streptophyte,2024,10.1016/j.cub.2023.12.070,,,,
Current Biology,Phylogenomics of the world’s otters,2022,10.1016/j.cub.2022.06.036,,,,
Current Biology,Conserved Biochemical Defenses Underpin Host Responses to Oomycete Infection in an Early-Divergent Land Plant Lineage,2019,10.1016/j.cub.2019.05.078,,,,
Current Biology,Global insect herbivory and its response to climate change,2024,10.1016/j.cub.2024.04.062,,,,
Current Biology,"Zombie-Ant Fungi Emerged from Non-manipulating, Beetle-Infecting Ancestors",2019,10.1016/j.cub.2019.09.004,,,,
Current Biology,Phoronid genome supports a monophyletic Lophophorata,2025,10.1016/j.cub.2025.10.020,,,,
Current Biology,Animal evolution at the ocean’s water-air interface,2024,10.1016/j.cub.2023.11.013,,,,
Current Biology,Equilibrium Bird Species Diversity in Atlantic Islands,2017,10.1016/j.cub.2017.04.053,,,,
Current Biology,Draft Assembly of the Symbiodinium minutum Nuclear Genome Reveals Dinoflagellate Gene Structure,2013,10.1016/j.cub.2013.05.062,,,,
Current Biology,The Radiation of Darwin’s Giant Daisies in the Galápagos Islands,2020,10.1016/j.cub.2020.09.019,,,,
Current Biology,Middle Pleistocene genome calibrates a revised evolutionary history of extinct cave bears,2021,10.1016/j.cub.2021.01.073,,,,
Current Biology,The cephalo-thoracic apparatus of Caputoraptor elegans may have been used to squeeze prey,2018,10.1016/j.cub.2018.06.046,,,,
Current Biology,Lateral Gene Transfer of Anion-Conducting Channelrhodopsins between Green Algae and Giant Viruses,2020,10.1016/j.cub.2020.09.056,,,,
Current Biology,Oil Body Formation in Marchantia polymorpha Is Controlled by MpC1HDZ and Serves as a Defense against Arthropod Herbivores,2020,10.1016/j.cub.2020.05.081,,,,
Current Biology,Phylogenomics of neglected flagellated protists supports a revised eukaryotic tree of life,2025,10.1016/j.cub.2024.10.075,,,,
Current Biology,Extreme mitochondrial DNA divergence underlies genetic conflict over sex determination,2022,10.1016/j.cub.2022.04.014,,,,
Current Biology,"Prototypic SNARE Proteins Are Encoded in the Genomes of Heimdallarchaeota, Potentially Bridging the Gap between the Prokaryotes and Eukaryotes",2020,10.1016/j.cub.2020.04.060,,,,
Current Biology,Socially Parasitic Ants Evolve a Mosaic of Host-Matching and Parasitic Morphological Traits,2020,10.1016/j.cub.2020.06.078,,,,
Current Biology,Genome analysis reveals three distinct lineages of the cosmopolitan white shark,2024,10.1016/j.cub.2024.06.076,,,,
Current Biology,Morphological stasis masks ecologically divergent coral species on tropical reefs,2021,10.1016/j.cub.2021.03.028,,,,
Current Biology,Analysis of Evolutionarily Independent Protein-RNA Complexes Yields a Criterion to Evaluate the Relevance of Prebiotic Scenarios,2018,10.1016/j.cub.2018.01.014,,,,
Current Biology,Signal Use by Octopuses in Agonistic Interactions,2016,10.1016/j.cub.2015.12.033,,,,
Nature,A pipiscid-like fossil from the Lower Cambrian of south China,1999,10.1038/23445,Xidazoon stephanus,China,Paleozoic,Cambrian
Nature,Lower Cambrian vertebrates from south China,1999,10.1038/46965,Myllokunmingia fengjiaoa,China,Paleozoic,Cambrian
Nature,Lower Cambrian vertebrates from south China,1999,10.1038/46965,Haikouichthys ercaicunensis,China,Paleozoic,Cambrian
Nature,An early Cambrian craniate-like chordate,1999,10.1038/990080,Haikouella lanceolata,China,Paleozoic,Cambrian
Nature,"New four-million-year-old hominid species from Kanapoi and Allia Bay, Kenya",1995,10.1038/376565a0,Australopithecus anamensis,Kenya,Cenozoic,Pliocene
Nature,Exceptional soft-tissue preservation in a theropod dinosaur from Italy,1998,10.1038/32884,Scipionyx samniticus ,Italy,Mesozoic,Cretaceous
Nature,New evidence concerning avian origins from the Late Cretaceous of Patagonia,1997,10.1038/387390a0,Unenlagia comahuensis,Argentina,Mesozoic,Cretaceous
Nature,A new Late Eocene anthropoid primate from Thailand,1997,10.1038/385429a0,Siamopithecus eocaenus,Thailand,Cenozoic,Eocene
Nature,An Early Jurassic jumping frog,1995,10.1038/377049a0,Prosalirus bitis,United States,Mesozoic,Jurassic
Nature,Haramiyids and Triassic mammalian evolution,1997,10.1038/385715a0,Haramiyavia clemmenseni,Greenland,Mesozoic,Triassic
Nature,A Palaeocene proboscidean from Morocco,1996,10.1038/383068a0,Phosphatherium escuilliei,Morocco,Cenozoic,Paleocene
Nature,A new family of monotremes feom the Creataceous of Australia,1995,10.1038/377418a0,Kollikodon ritchiei,Australia,Mesozoic,Cretaceous
Nature,Oldest known sea turtle,1998,10.1038/33669,Santanachelys gaffneyi,Brazil,Mesozoic,Cretaceous
Nature,An Early Miocene anthropoid skull from the Chilean Andes,1995,10.1038/373603a0,Chilecebus carrascoensis,Chile,Cenozoic,Miocene
Nature,Elginerpeton pancheni and the earliest tetrapod clade,1995,10.1038/373420a0,Elginerpeton pancheni,Scotland,Paleozoic,Devonian
Nature,Tribosphenic mammal from the North American Early Cretaceous,1999,10.1038/43860,Montanalestes keebleri,United States,Mesozoic,Cretaceous
Nature,A Chinese triconodont mammal and mosaic evolution of the mammalian skeleton ,1999,10.1038/18665,Jeholodens jenkinsi,China,Mesozoic,Cretaceous
Nature,An aquatic sloth from the Pliocene of Peru,1995,10.1038/375224a0,Thalassocnus natans,Peru,Cenozoic,Pliocene
Nature,A Pikaia-like chordate from the Lower Cambrian of China,1996,10.1038/384157a0,Cathaymyrus diadexus,China,Paleozoic,Cambrian
Nature,An Early Cretaceous bird from Spain and its implications for the evolution of avian flight,1996,10.1038/382442a0,Eoalulavis hoyasi,Spain,Mesozoic,Cretaceous
Nature,A therizinosauroid dinosaur with integumentary structures from China,1999,10.1038/20670,Beipiaosaurus inexpectus,China,Mesozoic,Cretaceous
Nature,A new symmetrodont mammal from China and its implications for mammalian evolution,1997,10.1038/36505,Zhangheotherium quinquecuspidens,China,Mesozoic,Cretaceous
Nature,The first Cretaceous bird from Madagascar,1996,10.1038/382532a0,Vorona berivotrensis,Madagascar,Mesozoic,Cretaceous
Nature,Extraordinary preservation in a new vertebrate assemblage from the Late Cretaceous of Mongolia,1995,10.1038/374446a0,,,,
Nature,Foot posture in a primitive pterosaur,1998,10.1038/36092,Dimorphodon weintraubi,Mexico,Mesozoic,Jurassic
Nature,Cosmopolitanism among Gondwanan Late Cretaceous mammals,1997,10.1038/37343,Lavanify miolaka,Madagascar,Mesozoic,Cretaceous
Nature,The earliest known tyrannosaur from the Lower Cretaceous of Thailand,1996,10.1038/381689a0,Siamotyrannus isanensis,Thailan,Mesozoic,Cretaceous
Science,Fossil Evidence for a Late Cretaceous Origin of “Hoofed” Mammals,1996,10.1126/science.272.5265.1150,,,,
Science,The Human Genus,1999,10.1126/science.284.5411.65,,,,
Science,Lower Pleistocene Hominids and Artifacts from Atapuerca-TD6 (Spain),1995,10.1126/science.7638598,,,,
Science,Predatory Dinosaurs from the Sahara and Late Cretaceous Faunal Differentiation,1996,10.1126/science.272.5264.986,Deltadromeus agilis,Morocco,Mesozoic,Cretaceous
Science,Prehistoric Extinctions of Pacific Island Birds: Biodiversity Meets Zooarchaeology,1995,10.1126/science.267.5201.1123,,,,
Science,Late Triassic Turtles from South America,1995,10.1126/science.268.5212.855,Palaeochersis talampayensis,Argentina,Mesozoic,Triassic
Science,A Crested Theropod Dinosaur from Antarctica,1994,10.1126/science.264.5160.828,Cryolophosaurus ellioti,Antarctica,Mesozoic,Jurassic
Science,Mite-Plant Associations from the Eocene of Southern Australia,1991,10.1126/science.252.5002.99,,,,
Science,A Devonian Tetrapod from North America,1994,10.1126/science.265.5172.639,Hynerpeton bassetti,United States,Paleozoic,Devonian
Science,Early Cambrian Ostracode Larvae with a Univalved Carapace,1993,10.1126/science.262.5130.93,,,,
Nature,Primitive fossil rodent from Inner Mongolia and its implications for mammalian phylogeny,1994,10.1038/370134a0,Tribosphenomys minutus,China,Cenozoic,Paleocene
Nature,South America's earliest rodent and recognition of a new interval of mammalian evolution,1993,10.1038/365434a0,,,,
Nature,"Australopithecus ramidus, a new species of early hominid from Aramis, Ethiopia",1994,10.1038/371306a0,Australopithecus ramidus,Ethiopia,Cenozoic,Pliocene
Nature,An Early Jurassic caecilian with limbs,1993,10.1038/365246a0,Eocaecilia micropodia,United States,Mesozoic,Jurassic
Nature,Earliest-known uniramous arthropod,1990,10.1038/343163a0,Cambropodus gracilis,United States,Paleozoic,Cambrian
Nature,A unique multitoothed ornithomimosaur dinosaur from the Lower Cretaceous of Spain,1994,10.1038/370363a0,Pelecanimimus polyodon,Spain,Mesozoic,Cretaceous
Nature,The most ancient African turtle,1994,10.1038/369055a0,Australochelys africanus,South Africa,Mesozoic,Jurassic
Nature,A Cambrian gilled lobopod from Greenland,1993,10.1038/364709a0,Kerygmachela kierkegaardi,Greenland,Paleozoic,Cambrian
Nature,Oldest known amphisbaenian from the Upper Cretaceous of Chinese Inner Mongolia,1993,10.1038/366057a0,Sineoamphisbaena hexatabularis,Mongolia,Mesozoic,Cretaceous
Nature,Earliest known simian primate found in Algeria,1992,10.1038/357324a0,Algeripithecus minutus,Algeria,Cenozoic,Eocene
Nature,A new carnivorous marsupial from the Palaeocene of Bolivia and the problem of marsupial monophyly,1994,10.1038/370208a0,Mayulestes ferox,Bolivia,Cenozoic,Paleocene
Nature,Earliest known Australian Tertiary mammal fauna,1992,10.1038/356514a0,Tingamarra porterorum,Australia,Cenozoic,Eocene
Nature,Walrus-like feeding adaptation in a new cetacean from the Pliocene of Peru,1993,10.1038/365745a0,Odobenocetops peruvianus,Peru,Cenozoic,Pliocene
Nature,A new link between theropods and birds from the Cretaceous of Mongolia,1992,10.1038/359821a0,Archaeornithoides deinosauriscus,Mongolia,Mesozoic,Cretaceous
Nature,Venom-conducting teeth in a Triassic reptile,1991,10.1038/351141a0,Uatchitodon kroehleri,United States,Mesozoic,Triassic
Nature,"Otavipithecus namibiensis, first Miocene hominoid from southern Africa",1992,10.1038/356144a0,Otavipithecus namibiensis,Namibia,Cenozoic,Miocene
Nature,The oldest articulated bony fish from the early Silurian period,2026,10.1038/s41586-026-10125-2,Eosteus chongqingensis,China,Paleozoic,Silurian
PNAS,Unusual bone bed reveals a vertebrate community with pterosaurs and turtles in equatorial Pangaea before the end-Triassic extinction,2025,10.1073/pnas.2505513122,Eotephradactylus mcintireae,United States,Mesozoic,Triassic
PNAS,European mammal turnover driven by a global rapid warming event preceding the Paleocene–Eocene Thermal Maximum,2025,10.1073/pnas.2505795122,,,,
PNAS,Phosphatic stromatoporoid sponges formed reefs ~480 Mya,2025,10.1073/pnas.2426105122,Lophiostroma leizunia,China,Paleozoic,Ordovician
PNAS,Amoebozoan testate amoebae illuminate the diversity of heterotrophs and the complexity of ecosystems throughout geological time,2024,10.1073/pnas.2319628121,,,,
PNAS,An eosimiid primate of South Asian affinities in the Paleogene of Western Amazonia and the origin of New World monkeys,2023,10.1073/pnas.2301338120,Ashaninkacebus simpsoni,Brazil,Cenozoic,
PNAS,Fine-scaled climate variation in equatorial Africa revealed by modern and fossil primate teeth,2022,10.1073/pnas.2123366119,,,,
PNAS,Middle Jurassic fossils document an early stage in salamander evolution,2022,10.1073/pnas.2114100119,Marmorerpeton wakei ,Scotland,Mesozoic,Jurassic
PNAS,"Early evolution of diurnal habits in owls (Aves, Strigiformes) documented by a new and exquisitely preserved Miocene owl fossil from China",2022,10.1073/pnas.2119217119,Miosurnia diurna,China,Cenozoic,Miocene
PNAS,Ancient noeggerathialean reveals the seed plant sister group diversified alongside the primary seed plant radiation,2021,10.1073/pnas.2013442118,Paratingia wuhaia,China,Paleozoic,Permian
PNAS,The earliest-known mammaliaform fossil from Greenland sheds light on origin of mammals,2020,10.1073/pnas.2012437117,Kalaallitkigun jenkinsi,Greenland,Mesozoic,Triassic
PNAS,A tiny ornithodiran archosaur from the Triassic of Madagascar and the role of miniaturization in dinosaur and pterosaur ancestry,2020,10.1073/pnas.1916631117,Kongonaphon kely,Madagascar,Mesozoic,Triassic
PNAS,Discovery of the oldest bilaterian from the Ediacaran of South Australia,2020,10.1073/pnas.2001045117,Ikaria wariootia,Australia,Proterozoic,Ediacaran
PNAS,Pollination of Cretaceous flowers,2019,10.1073/pnas.1916186116,Angimordella burmitina,Myanmar,Mesozoic,Cretaceous
PNAS,Primitive Old World monkey from the earliest Miocene of Kenya and the evolution of cercopithecoid bilophodonty,2019,10.1073/pnas.1815423116,Alophia metios,Kenya,Cenozoic,Miocene
PNAS,Hagfish from the Cretaceous Tethys Sea and a reconciliation of the morphological–molecular conflict in early vertebrate phylogeny,2019,10.1073/pnas.1814794116,Tethymyxine tapirostrum,Lebanon,Mesozoic,Cretaceous
PNAS,A new clade of basal Early Cretaceous pygostylian birds and developmental plasticity of the avian shoulder girdle,2018,10.1073/pnas.1812176115,Jinguofortis perplexus,China,Mesozoic,Cretaceous
PNAS,Paleocene Ipomoea (Convolvulaceae) from India with implications for an East Gondwana origin of Convolvulaceae,2018,10.1073/pnas.1800626115,Ipomoea meghalayensis,India,Cenozoic,Paleocene
PNAS,"Dome-headed, small-brained island mammal from the Late Cretaceous of Romania",2018,10.1073/pnas.1801143115,Litovoi tholocephalos,Romania,Mesozoic,Cretaceous
PNAS,Unique growth strategy in the Earth’s first trees revealed in silicified fossil trunks from China,2017,10.1073/pnas.1708241114,Xinicaulis lignescens,China,Paleozoic,Devonian
PNAS,Early Paleocene landbird supports rapid phylogenetic and morphological diversification of crown birds after the K–Pg mass extinction,2017,10.1073/pnas.1700188114,Tsidiiyazhi abini,United States,Cenozoic,Paleocene
PNAS,Stem caecilian from the Triassic of Colorado sheds light on the origins of Lissamphibia,2017,10.1073/pnas.1706752114,Chinlestegophis jenkinsi,United States,Mesozoic,Triassic
PNAS,Mio-Pliocene aridity in the south-central Andes associated with Southern Hemisphere cold periods,2017,10.1073/pnas.1700327114,,,,
PNAS,The presumed ginkgophyte Umaltolepis has seed-bearing structures resembling those of Peltaspermales and Umkomasiales,2017,10.1073/pnas.1621409114,Umaltolepis mongoliensis,Mongolia,Mesozoic,Cretaceous
PNAS,Tiny individuals attached to a new Silurian arthropod suggest a unique mode of brood care,2016,10.1073/pnas.1600489113,Aquilonifer spinosus,United Kingdom,Paleozoic,Silurian
PNAS,New tyrannosaur from the mid-Cretaceous of Uzbekistan clarifies evolution of giant body sizes and advanced senses in tyrant dinosaurs,2016,10.1073/pnas.1600140113,Timurlengia euotica,Uzbekistan,Mesozoic,Cretaceous
PNAS,A superarmored lobopodian from the Cambrian of China and early disparity in the evolution of Onychophora,2015,10.1073/pnas.1505596112,Collinsium ciliosum,China,Paleozoic,Cambrian
PNAS,Sponge grade body fossil with cellular resolution dating 60 Myr before the Cambrian,2015,10.1073/pnas.1414577112,Eocyathispongia qiania,China,Proterozoic,Ediacaran
PNAS,Flight performance of the largest volant bird,2014,10.1073/pnas.1320297111,Pelagornis sandersi,United States,Cenozoic,Oligocene
PNAS,Macropredatory ichthyosaur from the Middle Triassic and the origin of modern trophic networks,2013,10.1073/pnas.1216750110,Thalattoarchon saurophagis,United States,Mesozoic,Triassic
PNAS,Early evolution and ecology of camouflage in insects,2012,10.1073/pnas.1213775110,Hallucinochrysa diogenesi,Spain,Mesozoic,Cretaceous
PNAS,Jurassic mimicry between a hangingfly and a ginkgo from China,2012,10.1073/pnas.1205517109,Juracimbrophlebia ginkgofolia,China,Mesozoic,Jurassic
PNAS,Silurian horseshoe crab illuminates the evolution of arthropod limbs,2012,10.1073/pnas.1205875109,Dibasterium durgae,United Kingdom,Paleozoic,Silurian
PNAS,Arthropods in amber from the Triassic Period,2012,10.1073/pnas.1208464109,Triasacarus fedelei,Italy,Mesozoic,Triassic
PNAS,Arthropods in amber from the Triassic Period,2012,10.1073/pnas.1208464109,Ampezzoa triassica,Italy,Mesozoic,Triassic
PNAS,Late Middle Eocene primate from Myanmar and the initial anthropoid colonization of Africa,2012,10.1073/pnas.1200644109,Afrasia djijidae,Myanmar,Cenozoic,Eocene
PNAS,Thrips pollination of Mesozoic gymnosperms,2012,10.1073/pnas.1120499109,Gymnopollisthrips minor,Spain,Mesozoic,Cretaceous
PNAS,Thrips pollination of Mesozoic gymnosperms,2012,10.1073/pnas.1120499109,Gymnopollisthrips maior,Spain,Mesozoic,Cretaceous
PNAS,"Late Jurassic salamandroid from western Liaoning, China",2012,10.1073/pnas.1009828109,Beiyanerpeton jianpingensis,China,Mesozoic,Jurassic
PNAS,"Wing stridulation in a Jurassic katydid (Insecta, Orthoptera) produced low-pitched musical calls to attract females",2012,10.1073/pnas.1118372109,Archaboilus musicus,China,Mesozoic,Jurassic
PNAS,Carnivorous dinocephalian from the Middle Permian of Brazil and tetrapod dispersal in Pangaea,2012,10.1073/pnas.1115975109,Pampaphoneus biccai ,Brazil,Cenozoic,Permian
PNAS,An extinct monkey from Haiti and the origins of the Greater Antillean primates,2011,10.1073/pnas.1009161108,Insulacebus toussaintiana,Haiti,Cenozoic,Pleistocene
PNAS,A monodactyl nonavian dinosaur and the complex evolution of the alvarezsauroid hand,2011,10.1073/pnas.1011052108,Linhenykus monodactylus,China,Mesozoic,Cretaceous
PNAS,Timing and dynamics of Late Pleistocene mammal extinctions in southwestern Australia,2010,10.1073/pnas.1011073107,,,,
PNAS,Ancient pinnate leaf mimesis among lacewings,2010,10.1073/pnas.1006460107,Bellinympha filicifolia,China,Mesozoic,Jurassic
PNAS,Ancient pinnate leaf mimesis among lacewings,2010,10.1073/pnas.1006460107,Bellinympha dancei,China,Mesozoic,Jurassic
PNAS,An aberrant island-dwelling theropod dinosaur from the Late Cretaceous of Romania,2010,10.1073/pnas.1006970107,Balaur bondoc,Romania,Mesozoic,Cretaceous
PNAS,"Megafaunal meiolaniid horned turtles survived until early human settlement in Vanuatu, Southwest Pacific",2010,10.1073/pnas.1005780107,Meiolania damelipi,Vanuatu,Cenozoic,Pleistocene
PNAS,A fossil primate of uncertain affinities from the earliest late Eocene of Egypt,2010,10.1073/pnas.1001393107,Nosmips aenigmaticus,Egypt,Cenozoic,Eocene
PNAS,The oldest modern therian mammal from Europe and its bearing on stem marsupial paleobiogeography,2009,10.1073/pnas.0902940106,Arcantiodelphys marchandi,France,Mesozoic,Cretaceous
PNAS,Fossil and molecular evidence constrain scenarios for the early evolutionary and biogeographic history of hystricognathous rodents,2009,10.1073/pnas.0908702106,Protophiomys aegyptensis,Egypt,Cenozoic,Eocene
PNAS,Fossil and molecular evidence constrain scenarios for the early evolutionary and biogeographic history of hystricognathous rodents,2009,10.1073/pnas.0908702106,Waslamys attiai,Egypt,Cenozoic,Eocene
PNAS,A unique Middle Miocene European hominoid and the origins of the great ape and human clade,2009,10.1073/pnas.0811730106,Anoiapithecus brevirostris,Spain,Cenozoic,Miocene
PNAS,The controversial “Cambrian” fossils of the Vindhyan are real but more than a billion years older,2009,10.1073/pnas.0812460106,,,,
PNAS,A microraptorine (Dinosauria–Dromaeosauridae) from the Late Cretaceous of North America,2009,10.1073/pnas.0811664106,Hesperonychus elizabethae,Canada,Mesozoic,Cretaceous
PNAS,"Fossil evidence for the origin of spider spinnerets, and a proposed arachnid order",2008,10.1073/pnas.0809174106,,,,
PNAS,Newly discovered sister lineage sheds light on early ant evolution,2008,10.1073/pnas.0806187105,,,,
PNAS,Extraordinarily thick-boned fish linked to the aridification of the Qaidam Basin (northern Tibetan Plateau),2008,10.1073/pnas.0805982105,Hsianwenia wui,China,Cenozoic,Pliocene
PNAS,The oldest Asian record of Anthropoidea,2008,10.1073/pnas.0804159105,Anthrasimias gujaratensis,India,Cenozoic,Eocene
PNAS,The oldest North American primate and mammalian biogeography during the Paleocene–Eocene Thermal Maximum,2008,10.1073/pnas.0710180105,Teilhardina magnoliana,United States,Cenozoic,Eocene
PNAS,A giant frog with South American affinities from the Late Cretaceous of Madagascar,2008,10.1073/pnas.0707599105,Beelzebufo ampinga,Madagascar,Mesozoic,Cretaceous
PNAS,"Discovery of a rare arboreal forest-dwelling flying reptile (Pterosauria, Pterodactyloidea) from China",2008,10.1073/pnas.0707728105,Nemicolopterus crypticus,China,Mesozoic,Cretaceous
PNAS,A new Late Miocene great ape from Kenya and its implications for the origins of African great apes and humans,2007,10.1073/pnas.0706190104,Nakalipithecus nakayamai,Kenya,Cenozoic,Miocene
PNAS,A gliding lizard from the Early Cretaceous of China,2007,10.1073/pnas.0609552104,Xianglong zhaoi,China,Mesozoic,Cretaceous
PNAS,Additional material of the enigmatic Early Miocene mammal Kelba and its relationship to the order Ptolemaiida,2007,10.1073/pnas.0700441104,,,,
PNAS,New Paleocene skeletons and the relationship of plesiadapiforms to crown-clade primates,2007,10.1073/pnas.0610579104,Ignacius clarkforkensis,United States,Cenozoic,Paleocene
PNAS,New Paleocene skeletons and the relationship of plesiadapiforms to crown-clade primates,2007,10.1073/pnas.0610579104,Dryomomys szalayi,United States,Cenozoic,Paleocene
PNAS,The first fossil leaf insect: 47 million years of specialized cryptic morphology and behavior,2007,10.1073/pnas.0606937104,Eophyllium messelensis,Germany,Cenozoic,Eocene
PNAS,"A proboscidean from the late Oligocene of Eritrea, a “missing link” between early Elephantiformes and Elephantimorpha, and biogeographic implications",2006,10.1073/pnas.0603689103,Eritreum melakeghebrekristosi,Eritrea,Cenozoic,Oligocene
PNAS,New primate genus from the Miocene of Argentina,2006,10.1073/pnas.0506126103,Killikaike blakei,Argentina,Cenozoic,Miocene
PNAS,Discovery of an ornithurine bird and its implication for Early Cretaceous avian radiation,2005,10.1073/pnas.0507106102,Hongshanornis longicresta,China,Mesozoic,Cretaceous
PNAS,Anthropoid primates from the Oligocene of Pakistan (Bugti Hills): Data on early anthropoid evolution and biogeography,2005,10.1073/pnas.0503469102,Bugtipithecus inexpectans,Pakistan,Cenozoic,Paleocene
PNAS,Anthropoid primates from the Oligocene of Pakistan (Bugti Hills): Data on early anthropoid evolution and biogeography,2005,10.1073/pnas.0503469102,Phileosimias kamali,Pakistan,Cenozoic,Paleocene
PNAS,Anthropoid primates from the Oligocene of Pakistan (Bugti Hills): Data on early anthropoid evolution and biogeography,2005,10.1073/pnas.0503469102,Phileosimias brahuiorum,Pakistan,Cenozoic,Paleocene
PNAS,Cretaceous flowers of Nymphaeaceae and implications for complex insect entrapment pollination mechanisms in early Angiosperms,2004,10.1073/pnas.0402473101,Microvictoria svitkoana,United States,Mesozoic,Cretaceous
PNAS,The first tunicate from the Early Cambrian of South China,2003,10.1073/pnas.1431177100,Shankouclava shankouense,China,Paleozoic,Cambrian
PNAS,Primate postcrania from the late middle Eocene of Myanmar,2001,10.1073/pnas.051003298,,,,
Palaeontology,Vesicular microfossils on middle Cambrian shells: insights into early substrate colonization in North Greenland (Laurentia),2026,10.1111/pala.70045,Avannacystis polaris,Greenland,Paleozoic,Cambrian
Palaeontology,The origin of the tympanic fossa in reptiles revealed by a late Permian neodiapsid,2026,10.1111/pala.70041,Scyllacerta creanae,South Africa,Paleozoic,Permian
Palaeontology,"New anatomical details concerning the cranial structure of the early Permian stem reptile Protorothyris archeri revealed by μCT, with implications for the evolution of olfaction in reptiles",2025,10.1111/pala.70038,,,,
Palaeontology,Phyllosphere fungi of Middle Jurassic gymnosperms from Poland,2025,10.1111/pala.70036,Entopeltacites grojecensis,Poland,Mesozoic,Jurassic
Palaeontology,Phyllosphere fungi of Middle Jurassic gymnosperms from Poland,2025,10.1111/pala.70036,Insolitomyces ctenidis,Poland,Mesozoic,Jurassic
Palaeontology,Phyllosphere fungi of Middle Jurassic gymnosperms from Poland,2025,10.1111/pala.70036,Reymanomyces ctenidis,Poland,Mesozoic,Jurassic
Palaeontology,Phyllosphere fungi of Middle Jurassic gymnosperms from Poland,2025,10.1111/pala.70036,Trichopeltinites zabierzowiensis,Poland,Mesozoic,Jurassic
Palaeontology,Cellularly preserved chlorophyte from the 518 million year old Chengjiang biota,2025,10.1111/pala.70035,Chaetomorphium cambria,China,Paleozoic,Cambrian
Palaeontology,A new insect boring in fossil wood from the Iranian Upper Cretaceous,2025,10.1111/pala.70030,Iranichnus farsensis,Iran,Mesozoic,Cretaceous
Palaeontology,Oldest winged insects: first Megasecoptera from the early Carboniferous (Serpukhovian) of Argentina,2025,10.1111/pala.70024,Xenoptera latigra,Argentina,Paleozoic,Carboniferous
Palaeontology,"Middle Pleistocene revelations: unravelling taphonomic processes in mammals including Mesotherium cristatum (Mesotheriidae, Notoungulata), Corralito Site, Córdoba Province, Argentina",2025,10.1111/pala.70012,Corralitoichnus conicetensis,Argentina,Cenozoic,Pleistocene
Palaeontology,"Middle Pleistocene revelations: unravelling taphonomic processes in mammals including Mesotherium cristatum (Mesotheriidae, Notoungulata), Corralito Site, Córdoba Province, Argentina",2025,10.1111/pala.70012,Katagmichnus myelus,Argentina,Cenozoic,Pleistocene
Palaeontology,Taphonomic controls on a multi-element marine skeletal fossil record,2025,10.1111/pala.70008,,,,
Palaeontology,A peritidal Burgess-Shale-type fauna from the middle Cambrian of western Canada,2025,10.1111/pala.70001,Badgiromorpha delicata,Canada,Paleozoic,Cambrian
Palaeontology,Germ-soma differentiation and reproduction in a new species of early Cambrian acritarch,2023,10.1111/pala.12687,Concavaesphaera ornata,China,Paleozoic,Cambrian
Palaeontology,Machine-learning-based morphological analyses of leaf epidermal cells in modern and fossil ginkgo and their implications for palaeoclimate studies,2023,10.1111/pala.12684,,,,
Palaeontology,Bridging the extant and fossil record of planktonic foraminifera: implications for the Globigerina lineage,2023,10.1111/pala.12676,Globigerina neofalconensis,Arabian Sea,Cenozoic,Miocene
Palaeontology,The evolutionary origin of the durophagous pelagic stingray ecomorph,2023,10.1111/pala.12669,Dasyomyliobatis thomyorkei,Italty,Cenozoic,Eocene
Palaeontology,Did the Late Ordovician mass extinction event trigger the earliest evolution of ‘strophodontoid’ brachiopods?,2023,10.1111/pala.12642,,,,
Palaeontology,Thecate stem medusozoans (Cnidaria) from the early Cambrian Chengjiang biota,2023,10.1111/pala.12636,Palaeoconotuba elongata,China,Paleozoic,Cambrian
Palaeontology,"Extraordinarily early Venus' flower basket sponges (Hexactinellida, Euplectellidae) from the uppermost Ordovician Anji Biota, China",2022,10.1111/pala.12592,Anjiplectella davidipharus,China,Paleozoic,Ordovician
Palaeontology,"A new proteid salamander (Urodela, Proteidae) from the middle Miocene of Hambach (Germany) and implications for the evolution of the family",2021,10.1111/pala.12585,Euronecturus grogu,Germany,Cenozoic,Miocene
Palaeontology,Phylogenetic response of naraoiid arthropods to early–middle Cambrian environmental change,2020,10.1111/pala.12516,,,,
