,journal,title,year,doi,novel_taxon,geography,age1,age2,genus_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,genus_y,Plantae,Animalia,Bilateria,Deuterostomia,Protostomia,Brachiopoda,Echinodermata,Gastropoda,Mollusca,Arthropoda,Insecta,Ostracoda,Trilobita,Chordata,Vertebrata,Actinopterygii,Chondrichthyes,Tetrapodomorpha,Tetrapoda,Amniota,Diapsida,Synapsida,Therapsida,Sauropsida,Squamata,Archosauromorpha,Testudinata,Pseudosuchia,Pterosauria,Dinosauromorpha,Dinosauria,Ornithischia,Saurischia,Theropoda,Mammaliaformes,Marsupialiformes,Placentalia,Primates,Carnivora,Rodentia,Artiodactyla,Perissodactyla,Theria,Avialae,Aves,classification,publication_year_bin
774,Palaeontology,"Chancelloriid sclerites from the Lower Cambrian (Meishucunian) of eastern Yunnan, China, and the early history of the group",2014,10.1111/pala.12090,Archiasterella charma,China,Paleozoic,Cambrian,Archiasterella,Life,Eucarya,Opisthokonta,Animalia,Problematica,Coeloscleritophora,Chancelloriida,Chancelloriidae,Archiasterella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archiasterella,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-bilaterian metazoans,2010-2014
775,Palaeontology,"New rodents (Cricetidae) from the Neogene of Curaçao and Bonaire, Dutch Antilles",2014,10.1111/pala.12091,Cordimus hooijeri,Netherlands Antilles,Cenozoic,,Cordimus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Gliriformes,Glires,Simplicidentata,Rodentia,Cricetidae,Sigmodontinae,Cordimus,,,,,,,,,,,,,,,,Cordimus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"Mammals, placental (rodents)",2010-2014
776,Palaeontology,"New rodents (Cricetidae) from the Neogene of Curaçao and Bonaire, Dutch Antilles",2014,10.1111/pala.12091,Cordimus debuisonjei,Netherlands Antilles,Cenozoic,,Cordimus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Gliriformes,Glires,Simplicidentata,Rodentia,Cricetidae,Sigmodontinae,Cordimus,,,,,,,,,,,,,,,,Cordimus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"Mammals, placental (rodents)",2010-2014
777,Palaeontology,"New rodents (Cricetidae) from the Neogene of Curaçao and Bonaire, Dutch Antilles",2014,10.1111/pala.12091,Cordimus raton,Netherlands Antilles,Cenozoic,,Cordimus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Gliriformes,Glires,Simplicidentata,Rodentia,Cricetidae,Sigmodontinae,Cordimus,,,,,,,,,,,,,,,,Cordimus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"Mammals, placental (rodents)",2010-2014
778,Palaeontology,A diverse chasmataspidid (Arthropoda: Chelicerata) fauna from the Early Devonian (Lochkovian) of Siberia,2013,10.1111/pala.12080,Nahlyostaspis bergstroemi,Russia,Paleozoic,Devonian,Nahlyostaspis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Chelicerata,Euchelicerata,Prosomapoda,Planaterga,Dekatriata,Chasmataspidida,Diploaspididae,Nahlyostaspis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nahlyostaspis,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
779,Palaeontology,A diverse chasmataspidid (Arthropoda: Chelicerata) fauna from the Early Devonian (Lochkovian) of Siberia,2013,10.1111/pala.12080,Skrytyaspis andersoni,Russia,Paleozoic,Devonian,Skrytyaspis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Chelicerata,Euchelicerata,Prosomapoda,Planaterga,Dekatriata,Chasmataspidida,Diploaspididae,Skrytyaspis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skrytyaspis,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
780,Palaeontology,"New Middle Cambrian bivalved arthropods from the Burgess Shale (British Columbia, Canada)",2013,10.1111/pala.12081,Loricicaris spinocaudatus,Canada,Paleozoic,Cambrian,Loricicaris,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Hymenocarina,Protocarididae,Loricicaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loricicaris,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
781,Palaeontology,"New Middle Cambrian bivalved arthropods from the Burgess Shale (British Columbia, Canada)",2013,10.1111/pala.12081,Nereocaris briggsi,Canada,Paleozoic,Cambrian,Nereocaris,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Pancrustacea,Hymenostraca,Nereocaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nereocaris,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
782,Palaeontology,"A Tremadocian (Early Ordovician) palaeoscolecidan worm from graptolitic shales in Hunan Province, South China",2013,10.1111/pala.12083,Waflascolex changdensis,China,Paleozoic,Ordovician,Waflascolex,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Scalidophora,Priapulida,Palaeoscolecidomorpha,Palaeoscolecida,Waflascolex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waflascolex,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Protostomes (other),2010-2014
783,Palaeontology,"New species of Franchia and Protozigzagiceras (Ammonoidea, Middle Jurassic): the phyletic origin of Zigzagiceratinae",2013,10.1111/pala.12084,Franchia subalpina,France,Mesozoic,Jurassic,Franchia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ammonitida,Ammonitina,Perisphinctoidea,Perisphinctidae,Franchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franchia,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
784,Palaeontology,"New species of Franchia and Protozigzagiceras (Ammonoidea, Middle Jurassic): the phyletic origin of Zigzagiceratinae",2013,10.1111/pala.12084,Protozigzagiceras tethycum,France,Mesozoic,Jurassic,Protozigzagiceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Protozigzagiceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protozigzagiceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
785,Palaeontology,"New species of Franchia and Protozigzagiceras (Ammonoidea, Middle Jurassic): the phyletic origin of Zigzagiceratinae",2013,10.1111/pala.12084,Protozigzagiceras flexum,France,Mesozoic,Jurassic,Protozigzagiceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Protozigzagiceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protozigzagiceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
786,Palaeontology,"New species of Franchia and Protozigzagiceras (Ammonoidea, Middle Jurassic): the phyletic origin of Zigzagiceratinae",2013,10.1111/pala.12084,Protozigzagiceras densum,France,Mesozoic,Jurassic,Protozigzagiceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Protozigzagiceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protozigzagiceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
787,Palaeontology,"New species of Franchia and Protozigzagiceras (Ammonoidea, Middle Jurassic): the phyletic origin of Zigzagiceratinae",2013,10.1111/pala.12084,Megazigzagiceras subarabicum,Saudi Arabia,Mesozoic,Jurassic,Megazigzagiceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Megazigzagiceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Megazigzagiceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
788,Palaeontology,"The first species of Sinopa (Hyaenodontida, Mammalia) from outside of North America: implications for the history of the genus in the Eocene of Asia and North America",2013,10.1111/pala.12052,Sinopa jilinia,China,Cenozoic,Eocene,Sinopa,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Ferae,Pancarnivora,Hyaenodonta,Hyaenodontoidea,Hyaenodontidae,Sinopinae,Sinopa,,,,,,,,,,,,,,,Sinopa,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,"Mammals, placental (other)",2010-2014
789,Palaeontology,"Middle Ordovician Aporthophyla brachiopod fauna from the roof of the World, southern Tibet",2013,10.1111/pala.12058,Paralenorthis costata,Tibet,Paleozoic,Ordovician,Paralenorthis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Lophophorata,Panbrachiopoda,Brachiopoda,Rhynchonelliformea,Rhynchonellata,Orthida,Orthidina,Orthoidea,Orthidae,Paralenorthis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paralenorthis,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (brachiopods),2010-2014
790,Palaeontology,Geophilomorph centipedes from the Cretaceous amber of Burma,2013,10.1111/pala.12051,Kachinophilus pereirai,Myanmar,Mesozoic,Cretaceous,Kachinophilus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Myriapoda,Chilopoda,Pleurostigmophora,Phylactrometria,Epimorpha,Geophilomorpha,Adesmata,Geophilidae,Kachinophilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kachinophilus,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
791,Palaeontology,"Evidence for a dioecious mating system in Early Jurassic Hardapestheria maxwelli gen. et sp. nov. (Crustacea, Branchiopoda, Spinicaudata) from the Kalkrand Formation of Namibia",2013,10.1111/pala.12055,Hardapestheria maxwelli,Namibia,Mesozoic,Jurassic,Hardapestheria,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Pancrustacea,Altocrustacea,Allotriocarida,Athalassocarida,Branchiopoda,Phyllopoda,Calmanostraca,Diplostraca,Onychocaudata,Spinicaudata,Hardapestheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardapestheria,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (other arthropods),2010-2014
792,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Sinzovia franki,India,Mesozoic,Cretaceous,Sinzovia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ammonitida,Haploceratina,Haploceratoidea,Oppeliidae,Aconeceratinae,Sinzovia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinzovia,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
793,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Giumaliceras bhargavai,India,Mesozoic,Cretaceous,Giumaliceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Giumaliceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giumaliceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
794,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Neocomites platycostatiformis,India,Mesozoic,Cretaceous,Neocomites,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ammonitida,Ammonitina,Perisphinctoidea,Neocomitidae,Neocomitinae,Neocomites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neocomites,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
795,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Cleoniceras oberhauseri,India,Mesozoic,Cretaceous,Cleoniceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ammonitida,Ammonitina,Acanthoceratoidea,Cleoniceratidae,Cleoniceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleoniceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
796,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Australiceras himalayense,India,Mesozoic,Cretaceous,Australiceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ammonitida,Ancyloceratina,Ancyloceratoidea,Ancyloceratidae,Ancyloceratinae,Australiceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australiceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
797,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Deshayesites fuchsi,India,Mesozoic,Cretaceous,Deshayesites,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ammonitida,Ammonitina,Deshayesitoidea,Deshayesitidae,Deshayesitinae,Deshayesites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deshayesites,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
798,Palaeontology,New ammonoid taxa from the Lower Cretaceous Giumal Formation of the Tethyan Himalaya (Northern India),2013,10.1111/pala.12032,Giumaliceras giumaliense,India,Mesozoic,Cretaceous,Giumaliceras,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Giumaliceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giumaliceras,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
799,Palaeontology,Silurian craniide brachiopods from Gotland,2013,10.1111/pala.12033,Lepidocrania multilamellosa,Sweden,Paleozoic,Silurian,Lepidocrania,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Lophophorata,Panbrachiopoda,Brachiopoda,Craniiformea,Craniata,Craniida,Cranioidea,Craniidae,Lepidocrania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lepidocrania,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (brachiopods),2010-2014
800,Palaeontology,The earliest known strophomenoids (Brachiopoda) from early Middle Ordovician rocks Of South China,2013,10.1111/pala.12039,Ochyromena plana,China,Paleozoic,Ordovician,Ochyromena,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Lophophorata,Panbrachiopoda,Brachiopoda,Rhynchonelliformea,Strophomenata,Strophomenida,Strophomenoidea,Strophomenidae,Strophomeninae,Ochyromena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochyromena,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (brachiopods),2010-2014
801,Palaeontology,The earliest known strophomenoids (Brachiopoda) from early Middle Ordovician rocks Of South China,2013,10.1111/pala.12039,Shuangheella elongata,China,Paleozoic,Ordovician,Shuangheella,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Lophophorata,Panbrachiopoda,Brachiopoda,Rhynchonelliformea,Strophomenata,Strophomenida,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Shuangheella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuangheella,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (brachiopods),2010-2014
802,Palaeontology,The earliest known strophomenoids (Brachiopoda) from early Middle Ordovician rocks Of South China,2013,10.1111/pala.12039,Primotimena globula,China,Paleozoic,Ordovician,Primotimena,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Lophophorata,Panbrachiopoda,Brachiopoda,Rhynchonelliformea,Strophomenata,Strophomenida,Strophomenoidea,Glyptomenidae,Glyptomeninae,Primotimena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primotimena,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (brachiopods),2010-2014
803,Palaeontology,"A new ammonoid fauna from the Carnian (Upper Triassic) Kasimlar Formation of the Taurus Mountains (Anatolia, Turkey)",2013,10.1111/pala.12070,Kasimlarceltites krystyni,Turkey,Mesozoic,Triassic,Kasimlarceltites,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ceratitida,Ceratitina,Celtitidae,Kasimlarceltites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasimlarceltites,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
804,Palaeontology,"A new ammonoid fauna from the Carnian (Upper Triassic) Kasimlar Formation of the Taurus Mountains (Anatolia, Turkey)",2013,10.1111/pala.12070,Klipsteinia disciformis,Turkey,Mesozoic,Triassic,Klipsteinia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ceratitida,Trachyceratoidea,Trachyceratidae,Arpaditinae,Klipsteinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klipsteinia,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
805,Palaeontology,"A new ammonoid fauna from the Carnian (Upper Triassic) Kasimlar Formation of the Taurus Mountains (Anatolia, Turkey)",2013,10.1111/pala.12070,Anasirenites crassicrenulatus,Turkey,Mesozoic,Triassic,Anasirenites,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Cephalopoda,Ammonoidea,Ceratitida,Trachyceratoidea,Trachyceratidae,Sirenitinae,Anasirenites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anasirenites,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (molluscs),2010-2014
806,Palaeontology,The ‘Oxycythereis’ problem: taxonomy and palaeobiogeography of deep-sea ostracod genera Pennyella and Rugocythereis,2013,10.1111/pala.12035,Pennyella rexi,Atlantic Ocean,Cenozoic,Pleistocene,Pennyella,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Pancrustacea,Hymenostraca,Oligostraca,Ostracoda,Podocopa,Podocopida,Sigilliocopina,Cytheroidea,Trachyleberididae,Pennyella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennyella,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Invertebrates (ostracods),2010-2014
