,journal,title,year,doi,novel_taxon,geography,age1,age2,genus_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,genus_y,Plantae,Animalia,Bilateria,Deuterostomia,Protostomia,Brachiopoda,Echinodermata,Gastropoda,Mollusca,Arthropoda,Insecta,Ostracoda,Trilobita,Chordata,Vertebrata,Actinopterygii,Chondrichthyes,Tetrapodomorpha,Tetrapoda,Amniota,Diapsida,Synapsida,Therapsida,Sauropsida,Squamata,Archosauromorpha,Testudinata,Pseudosuchia,Pterosauria,Dinosauromorpha,Dinosauria,Ornithischia,Saurischia,Theropoda,Mammaliaformes,Marsupialiformes,Placentalia,Primates,Carnivora,Rodentia,Artiodactyla,Perissodactyla,Theria,Avialae,Aves,classification,publication_year_bin
165,JVP,"Oligocene flatfishes (Teleostei, Pleuronectiformes) of the Outer Carpathian Basin",2025,10.1080/02724634.2025.2520490,Oligosolea carpathica,Poland,Cenozoic,Oligocene,Oligosolea,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Actinopterygii,Actinopteri,Teleosteomorpha,Acanthopterygii,Percomorphaceae,Carangaria,Pleuronectiformes,Pleuronectoidei,Oligobothus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oligosolea,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (actinopterygians),2020-2026
166,JVP,A new articulated Upper Devonian (upper Famennian) groenlandaspidid fish (Arthrodira) from Belarus,2025,10.1080/02724634.2025.2529916,Albarutheniaspis bessonovae,Belarus,Paleozoic,Devonian,Albarutheniaspis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Placodermi,Arthrodira,Phylctaeniiformes,Gronlandaspididae,Albarutheniaspis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albarutheniaspis,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (misc. fish),2020-2026
167,JVP,A new moradisaurine captorhinid from the Upper Permian (Lopingian) upper Madumabisa Mudstone Formation (Luangwa Basin) of Zambia,2025,10.1080/02724634.2024.2427529,Amenoyengi mpunduensis,Zambia,Paleozoic,Permian,Amenoyengi,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Captorhinidae,Moradisaurinae,Amenoyengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amenoyengi,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-diapsid sauropsids,2020-2026
168,JVP,"A new cryptodont dicynodont (Therapsida, Anomodontia) from the Lopingian Usili Formation, Ruhuhu Basin, Tanzania",2025,10.1080/02724634.2024.2441898,Mdomowabata trilobops,Tanzania,Paleozoic,Permian,Mdomowabata,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Anomodontia,Dicynodontia,Mdomowabata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mdomowabata,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-mammaliaform therapsids,2020-2026
169,JVP,"The first Paleozoic temnospondyl from Zambia: a new species of Rhineceps from the Permian Madumabisa Mudstone Formation, Mid-Zambezi Basin",2025,10.1080/02724634.2025.2451312,Rhineceps karibaensis,Zambia,Paleozoic,Permian,Rhineceps,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Amphibia,Temnospondyli,Eutemnospondyli,Rhachitomi,Eryopiformes,Stereospondylomorpha,Stereospondyli,Rhinesuchidae,Rhineceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhineceps,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Amphibians and friends,2020-2026
170,JVP,Permian origins of the Lystrosauridae (Therapsida: Dicynodontia),2025,10.1080/02724634.2025.2451813,Euptychognathus kingae,Zambia,Paleozoic,Permian,Euptychognathus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Anomodontia,Dicynodontia,Dicynodontoidea,Lystrosauridae,Euptychognathus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euptychognathus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-mammaliaform therapsids,2020-2026
171,JVP,Permian origins of the Lystrosauridae (Therapsida: Dicynodontia),2025,10.1080/02724634.2025.2451813,Madumabisa opainion,Zambia,Paleozoic,Permian,Madumabisa,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Anomodontia,Dicynodontia,Dicynodontoidea,Lystrosauridae,Madumabisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madumabisa,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-mammaliaform therapsids,2020-2026
172,JVP,Permian origins of the Lystrosauridae (Therapsida: Dicynodontia),2025,10.1080/02724634.2025.2451813,Lystrosauravus bothae,South Africa,Paleozoic,Permian,Lystrosauravus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Anomodontia,Dicynodontia,Dicynodontoidea,Lystrosauridae,Lystrosauravus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lystrosauravus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Non-mammaliaform therapsids,2020-2026
173,JVP,"New species and records of Kowalskia (Cricetidae, Rodentia) from Lufengpithecus hominoid locality of Yuanmou, Southwest China",2025,10.1080/02724634.2025.2486070,Kowalskia hanae,China,Cenozoic,Miocene,Kowalskia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Gliriformes,Glires,Simplicidentata,Rodentia,Cricetidae,Cricetinae,Kowalskia,,,,,,,,,,,,,,,,Kowalskia,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"Mammals, placental (rodents)",2020-2026
174,JVP,"New species and records of Kowalskia (Cricetidae, Rodentia) from Lufengpithecus hominoid locality of Yuanmou, Southwest China",2025,10.1080/02724634.2025.2486070,Kowalskia weni,China,Cenozoic,Miocene,Kowalskia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Euarchontoglires,Gliriformes,Glires,Simplicidentata,Rodentia,Cricetidae,Cricetinae,Kowalskia,,,,,,,,,,,,,,,,Kowalskia,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"Mammals, placental (rodents)",2020-2026
175,JVP,"A new onychodontid (Osteichthyes, Sarcopterygii) from the Upper Devonian (Frasnian) of Devon Island, Nunavut Territory, Canada",2025,10.1080/02724634.2025.2498448,Onychodus mikijuk,Canada,Paleozoic,Devonian,Onychodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Onychodontida,Onychodontiformes,Onychodontidae,Onychodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onychodus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (misc. fish),2020-2026
176,JVP,A new predatory actinopterygian from the Tournaisian of Nova Scotia provides insight into the evolution of actinopterygian feeding,2025,10.1080/02724634.2025.2498453,Sphyragnathus tyche,Canada,Paleozoic,Carboniferous,Sphyragnathus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Actinopterygii,Sphyragnathus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphyragnathus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (actinopterygians),2020-2026
177,JVP,"Biogeographic and biostratigraphic implications of a new species of Swaindelphys (Mammalia, Metatheria) from the Paleocene (Tiffanian) Black Peaks Formation, Big Bend National Park, Texas",2025,10.1080/02724634.2025.2500501,Swaindelphys solastella,United States of America,Cenozoic,Paleocene,Swaindelphys,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Metatheria,Marsupialiformes,Marsupialia,Herpetotheriidae,Swaindelphys,,,,,,,,,,,,,,,,,,,,,,Swaindelphys,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,"Mammals, marsupials",2020-2026
178,JVP,The paleobiology of a new osmeriform fish species from Australia,2025,10.1080/02724634.2024.2445684,Ferruaspis brocksi,Australia,Cenozoic,Miocene,Ferruaspis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Actinopterygii,Actinopteri,Teleosteomorpha,Teleostei,Clupeocephala,Euteleosteomorpha,Stomiati,Osmeriformes,Retropinnoidei,Ferruaspidae,Ferruaspis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferruaspis,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (actinopterygians),2020-2026
179,JVP,"A new anthracothere (Hippopotamoidea, Anthracotheriidae) from Oligocene deposits of southern Thailand",2025,10.1080/02724634.2025.2467012,Oligokeryx khiansaensis,Thailand,Cenozoic,Oligocene,Oligokeryx,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Whippomorpha,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Oligokeryx,,,,,,,,,,,,,,Oligokeryx,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,"Mammals, placental (artiodactyls)",2020-2026
180,JVP,"A new species of the ray-finned fish Saurichthys (Actinopterygii) from the Dockum Group of Texas (Upper Triassic, Norian) highlights the late appearance of elongate jaws in neopterygians",2025,10.1080/02724634.2025.2470026,Saurichthys justitias,United States of America,Mesozoic,Triassic,Saurichthys,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Actinopterygii,Saurichthyiformes,Saurichthyidae,Saurichthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurichthys,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (actinopterygians),2020-2026
181,JVP,"Early Eocene pelodryadid from the Tingamarra Local Fauna, Murgon, southeastern Queensland, Australia, and a new fossil calibration for molecular phylogenies of frogs",2025,10.1080/02724634.2025.2477815,Litoria tylerantiqua,Australia,Cenozoic,Eocene,Litoria,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Amphibia,Temnospondyli,Lissamphibia,Batrachia,Salientia,Anura,Neobatrachia,Hyloidea,Pelodryadidae,Litoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Litoria,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Amphibians and friends,2020-2026
182,JVP,Revised nomenclature for a Miocene giraffid: Lyrakeryx sherkana nomen novum from the Siwaliks of Pakistan,2025,10.1080/02724634.2025.2477935,Lyrakeryx sherkana,Pakistan,Cenozoic,Miocene,Lyrakeryx,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Ruminantiamorpha,Ruminantia,Pecora,Giraffomorpha,Giraffidae,Lyrakeryx,,,,,,,,,,,,,Lyrakeryx,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,"Mammals, placental (artiodactyls)",2020-2026
183,JVP,Oldest record of Cenozoic terrestrial vertebrates (Chiroptera) from Madagascar,2025,10.1080/02724634.2025.2488447,Madanycteris razana,Madagascar,Cenozoic,Miocene,Madanycteris,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Chiroptera,Yinpterochiroptera,Rhinolophoidea,Hipposideridae,Madanycteris,,,,,,,,,,,,,,,,,,,,Madanycteris,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,"Mammals, placental (other)",2020-2026
184,JVP,"A new hypsocormine pachycormid from the Upper Jurassic Nusplingen Plattenkalk (Kimmeridgian, Germany) provides new insights into body plan evolution and scale reduction in Pachycormidae (Actinopterygii)",2025,10.1080/02724634.2025.2490123,Simocormus seyboldi,Germany,Mesozoic,Jurassic,Simocormus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Actinopterygii,Actinopteri,Teleosteomorpha,Aspidorhynchei,Pachycormiformes,Pachycormidae,Hypsocorminae,Simocormus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simocormus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (actinopterygians),2020-2026
185,JVP,"A new crocodylomorph (Pseudosuchia, Crocodylomorpha) from the Upper Triassic of Texas and its phylogenetic relationships",2025,10.1080/02724634.2024.2446604,Pattisaura gracilis,United States of America,Mesozoic,Triassic,Pattisaura,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Pseudosuchia,Suchia,Paracrocodylomorpha,Loricata,Crocodylomorpha,Pattisaura,,,,,,,,,,,,,,,,,,,,,Pattisaura,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pseudosuchians,2020-2026
186,JVP,"Anatomical description and systematics of a new notosuchian (Mesoeucrocodylia; Crocodyliformes) from the Quiricó Formation, Lower Cretaceous, Sanfranciscana Basin, Brazil",2025,10.1080/02724634.2025.2452947,Thilastikosuchus scutorectangularis,Brazil,Mesozoic,Cretaceous,Thilastikosuchus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Pseudosuchia,Suchia,Paracrocodylomorpha,Loricata,Crocodylomorpha,Solidocrania,Crocodyliformes,Mesoeucrocodylia,Notosuchia,Candidodontidae,Thilastikosuchus,,,,,,,,,,,,,,,,Thilastikosuchus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pseudosuchians,2020-2026
187,JVP,"A new species of Urva (Herpestidae, Carnivora) from late Upper Pleistocene deposits of East Fissure-Fillings, Fanchang, Anhui Province of Eastern China",2025,10.1080/02724634.2025.2453603,Urva fanchangensis,China,Cenozoic,Pleistocene,Urva,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Ferae,Pancarnivora,Carnivoramorpha,Carnivoraformes,Carnivora,Feliformia,Aeluroidea,Viverroidea,Herpestidae,Urva,,,,,,,,,,,,Urva,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,"Mammals, placental (carnivorans)",2020-2026
188,JVP,A doswelliid archosauriform from the Upper Triassic (Carnian) Stuttgart Formation of Thuringia (Germany),2025,10.1080/02724634.2025.2455949,Thuringopelta werneburgi,Germany,Mesozoic,Triassic,Thuringopelta,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Proterochampsia,Doswellidae,Thuringopelta,,,,,,,,,,,,,,,,,,,,,,,,,Thuringopelta,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Early archosauromorphs,2020-2026
189,JVP,"A new assemblage of Lower Triassic neoselachians (Chondrichthyes) from the Grippia Bonebed of Spitsbergen, Norway",2025,10.1080/02724634.2024.2426544,Synechodus rotheliusi,Norway,Mesozoic,Triassic,Synechodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Galeomorphi,Synechodontiformes,Palaeospinacidae,Synechodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synechodus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (chondrichthyans),2020-2026
190,JVP,"A new assemblage of Lower Triassic neoselachians (Chondrichthyes) from the Grippia Bonebed of Spitsbergen, Norway",2025,10.1080/02724634.2024.2426544,Wimanodon marmieri,Norway,Mesozoic,Triassic,Wimanodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Galeomorphi,Synechodontiformes,Wimanodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wimanodon,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (chondrichthyans),2020-2026
191,JVP,"A new assemblage of Lower Triassic neoselachians (Chondrichthyes) from the Grippia Bonebed of Spitsbergen, Norway",2025,10.1080/02724634.2024.2426544,Eorapax serrasis,Norway,Mesozoic,Triassic,Eorapax,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Euselachii,Neoselachii,Eorapax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eorapax,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fish (chondrichthyans),2020-2026
192,JVP,A new paratypothoracin aetosaur (Archosauria: Pseudosuchia) from the Upper Triassic Dharmaram Formation of India and its biostratigraphic implications,2025,10.1080/02724634.2024.2439533,Kuttysuchus minori,India,Mesozoic,Triassic,Kuttysuchus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Pseudosuchia,Suchia,Aetosauria,Stagonolepididae,Kuttysuchus,,,,,,,,,,,,,,,,,,,,,,Kuttysuchus,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pseudosuchians,2020-2026
