,journal,title,year,doi,novel_taxon,geography,age1,age2,genus_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,genus_y,Animalia,Bilateria,Deuterostomia,Protostomia,Arthropoda,Chordata,Vertebrata,Actinopterygii,Chondrichthyes,Tetrapoda,Amniota,Diapsida,Synapsida,Therapsida,Sauropsida,Archosauromorpha,Pseudosuchia,Dinosauromorpha,Dinosauria,Ornithischia,Saurischia,Mammaliaformes,Marsupialiformes,Placentalia,Theria,Avialae,Aves,classification
81,Nature,A bizarre Jurassic maniraptoran theropod with preserved evidence of membranous wings,2015,10.1038/nature14423,Yi qi,China,Mesozoic,Jurassic,Yi,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Scansoriopterygidae,Yi,,,,,,,,,,,Yi,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (non-avian saurischians)
82,Nature,Ancestral morphology of crown-group molluscs revealed by a new Ordovician stem aculiferan,2017,10.1038/nature21055,Calvapilosa kroegeri,Morocco,Paleozoic,Ordovician,Calvapilosa,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Spiralia,Lophotrochozoa,Mollusca,Aculifera,Sachitida,Siphogonuchitidae,Calvapilosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvapilosa,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Protostomes
83,Nature,A middle Cambrian arthropod with chelicerae and proto-book gills,2019,10.1038/s41586-019-1525-4,Mollisonia plenovenatrix,Canada,Paleozoic,Cambrian,Mollisonia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Chelicerata,Mollisoniida,Mollisoniidae,Mollisonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mollisonia,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Invertebrates (arthropods)
84,Nature,The giant bite of a new raptorial sperm whale from the Miocene epoch of Peru,2010,10.1038/nature09067,Leviathan melvillei,Peru,Cenozoic,Miocene,Leviathan,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Afrotheria,Paenungulatomorpha,Paenungulata,Tethytheria,Proboscidea,Elephantimorpha,Mammutidae,Leviathan,,,,,,,,,,,,,,,Leviathan,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
85,Nature,Galeaspid anatomy and the origin of vertebrate paired appendages,2022,10.1038/s41586-022-04897-6,Tujiaaspis vividus,China,Paleozoic,Silurian,Tujiaaspis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Osteostracomorphi,Galeaspidomorphi,Eugaleaspidiformes,Tujiaaspidae,Tujiaaspis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tujiaaspis,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (misc. fish)
86,Nature,A heavyweight early whale pushes the boundaries of vertebrate morphology,2023,10.1038/s41586-023-06381-1,Perucetus colossus,Peru,Cenozoic,Eocene,Perucetus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Whippomorpha,Cetacea,Pelagiceti,Basilosauridae,Perucetus,,,,,,,,,,,,Perucetus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
87,Nature,Jurassic shuotheriids show earliest dental diversification of mammaliaforms,2024,10.1038/s41586-024-07258-7,Feredocodon chowi,China,Mesozoic,Jurassic,Feredocodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Shuotheriidae,Feredocodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feredocodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
88,Nature,Tubicolous enteropneusts from the Cambrian period,2013,10.1038/nature12017,Spartobranchus tenuis,Canada,Paleozoic,Cambrian,Spartobranchus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Ambulacraria,Hemichordata,Enteropneusta,Spartobranchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spartobranchus,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-chordate deuterostomes
89,Nature,A Cretaceous eutriconodont and integument evolution in early mammals,2015,10.1038/nature14905,Spinolestes xenarthrosus,Spain,Mesozoic,Cretaceous,Spinolestes,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Eutriconodonta,Gobiconodontidae,Spinolestes,,,,,,,,,,,,,,,,,,,,,,,,,,Spinolestes,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
90,Nature,Morphology of the earliest reconstructable tetrapod Parmastega aelidae,2019,10.1038/s41586-019-1636-y,Parmastega aelidae,Russia,Paleozoic,Devonian,Parmastega,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Parmastega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parmastega,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibians and friends
91,Nature,"A bizarre, humped Carcharodontosauria (Theropoda) from the Lower Cretaceous of Spain",2010,10.1038/nature09181,Concavenator corcovatus,Spain,Mesozoic,Cretaceous,Concavenator,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Allosauroidea,Carcharodontosauridae,Concavenator,,,,,,,,,,,,Concavenator,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (non-avian saurischians)
92,Nature,A Jurassic gliding euharamiyidan mammal with an ear of five auditory bones,2017,10.1038/nature24483,Arboroharamiya allinhopsoni,China,Mesozoic,Jurassic,Arboroharamiya,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Euharamiyida,Arboroharamiyidae,Arboroharamiya,,,,,,,,,,,,,,,,,,,,,,,,,Arboroharamiya,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
93,Nature,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira,2010,10.1038/nature08718,Asilisaurus kongwe,Tanzania,Mesozoic,Triassic,Asilisaurus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Ornithischia,Asilisaurus,,,,,,,,,,,,,,,,,,Asilisaurus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (ornithischians)
94,Nature,Burgess Shale fossils illustrate the origin of the mandibulate body plan,2017,10.1038/nature22080,Tokummia katalepsis,Canada,Paleozoic,Cambrian,Tokummia,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Deuteropoda,Mandibulata,Pancrustacea,Hymenostraca,Tokummia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokummia,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Invertebrates (arthropods)
95,Nature,A Jurassic avialan dinosaur from China resolves the early phylogenetic history of birds,2013,10.1038/nature12168,Aurornis xui,China,Mesozoic,Jurassic,Aurornis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Aurornis,,,,,,,,,,,Aurornis,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dinosaurs (birds)
96,Nature,Brain structure resolves the segmental affinity of anomalocaridid appendages,2014,10.1038/nature13486,Lyrarapax unguispinus,China,Paleozoic,Cambrian,Lyrarapax,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Radiodonta,Amplectobeluidae,Lyrarapax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyrarapax,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Invertebrates (arthropods)
97,Nature,A new Jurassic scansoriopterygid and the loss of membranous wings in theropod dinosaurs,2019,10.1038/s41586-019-1137-z,Ambopteryx longibrachium,China,Mesozoic,Jurassic,Ambopteryx,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Scansoriopterygidae,Ambopteryx,,,,,,,,,,,Ambopteryx,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (non-avian saurischians)
98,Nature,A Middle Triassic stem-turtle and the evolution of the turtle body plan,2015,10.1038/nature14472,Pappochelys rosinae,Germany,Mesozoic,Triassic,Pappochelys,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Pantestudines,Pappochelys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pappochelys,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-diapsid sauropsids
99,Nature,The evolution of mammal-like crocodyliforms in the Cretaceous Period of Gondwana,2010,10.1038/nature09061,Pakasuchus kapilimai,Tanzania,Mesozoic,Cretaceous,Pakasuchus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Pseudosuchia,Suchia,Paracrocodylomorpha,Loricata,Crocodylomorpha,Solidocrania,Crocodyliformes,Mesoeucrocodylia,Notosuchia,Candidodontidae,Pakasuchus,,,,,,,,,,,,,,Pakasuchus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Crocodiles and friends
100,Nature,First cranial remains of a gondwanatherian mammal reveal remarkable mosaicism,2014,10.1038/nature13922,Vintana sertichi,Madagascar,Mesozoic,Cretaceous,Vintana,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Gondwanatheria,Sudamericidae,Vintana,,,,,,,,,,,,,,,,,,,,,,,,,Vintana,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
101,Nature,Fossils document evolutionary changes of jaw joint to mammalian middle ear,2024,10.1038/s41586-024-07235-0,Dianoconodon youngi,China,Mesozoic,Jurassic,Dianoconodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Shuotheriidae,Dianoconodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dianoconodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
102,Nature,Highly specialized mammalian skulls from the Late Cretaceous of South America,2011,10.1038/nature10591,Cronopio dentiacutus,Argentina,Mesozoic,Cretaceous,Cronopio,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Dryolestoidea,Meridiolestida,Cronopio,,,,,,,,,,,,,,,,,,,,,,,,,Cronopio,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
103,Nature,New evidence for mammaliaform ear evolution and feeding adaptation in a Jurassic ecosystem,2017,10.1038/nature23483,Vilevolodon diplomylos,China,Mesozoic,Jurassic,Vilevolodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Euharamiyida,Kermackodontidae,Vilevolodon,,,,,,,,,,,,,,,,,,,,,,,,,Vilevolodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
104,Nature,A new arboreal haramiyid shows the diversity of crown mammals in the Jurassic period,2013,10.1038/nature12353,Arboroharamiya jenkinsi,China,Mesozoic,Jurassic,Arboroharamiya,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Euharamiyida,Arboroharamiyidae,Arboroharamiya,,,,,,,,,,,,,,,,,,,,,,,,,Arboroharamiya,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
105,Nature,Late-surviving stem mammal links the lowermost Cretaceous of North America and Gondwana,2018,10.1038/s41586-018-0126-y,Cifelliodon wahkarmoosuch,United States of America,Mesozoic,Cretaceous,Cifelliodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Allotheria,Eleutherodontida,Hahnodontidae,Cifelliodon,,,,,,,,,,,,,,,,,,,,,,,,,Cifelliodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
106,Science,Scimitar-crested Spinosaurus species from the Sahara caps stepwise spinosaurid radiation,2026,10.1126/science.adx5486,Spinosaurus mirabilis,Niger,Mesozoic,Cretaceous,Spinosaurus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Megalosauroidea,Spinosauridae,Spinosaurinae,Spinosaurus,,,,,,,,,,,Spinosaurus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (non-avian saurischians)
107,Science,A Cambrian spiny stem mollusk and the deep homology of lophotrochozoan scleritomes,2024,10.1126/science.ado0059,Shishania aculeata,China,Paleozoic,Cambrian,Shishania,Life,Eucarya,Opisthokonta,Animalia,Problematica,Coeloscleritophora,Chancelloriida,Chancelloriidae,Shishania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shishania,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-bilaterian metazoans
108,Science,Early giant reveals faster evolution of large body size in ichthyosaurs than in cetaceans,2021,10.1126/science.abf5787,Cymbospondylus youngorum ,United States of America,Mesozoic,Triassic,Cymbospondylus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Ichthyosauromorpha,Ichthyosauriformes,Ichthyopterygia,Eoichthyosauria,Ichthyosauria,Hueneosauria,Longipinnati,Cymbospondylidae,Cymbospondylus,,,,,,,,,,,,,,,,,,,,,Cymbospondylus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-archosauromorph diapsids
