,journal,title,year,doi,novel_taxon,geography,age1,age2,genus_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,genus_y,Animalia,Bilateria,Deuterostomia,Protostomia,Arthropoda,Chordata,Vertebrata,Actinopterygii,Chondrichthyes,Tetrapoda,Amniota,Diapsida,Synapsida,Therapsida,Sauropsida,Archosauromorpha,Pseudosuchia,Dinosauromorpha,Dinosauria,Ornithischia,Saurischia,Mammaliaformes,Marsupialiformes,Placentalia,Theria,Avialae,Aves,classification
210,JVP,A new lizard-like reptile with unusual mandibular neurovasculature from the Upper Triassic of Virginia,2024,10.1080/02724634.2024.2353636,Idiosaura virginiensis,United States of America,Mesozoic,Triassic,Idiosaura,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Eosuchia,Neodiapsida,Sauria,Lepidosauromorpha,Lepidosauriformes,Kuehneosauridae,Idiosaura,,,,,,,,,,,,,,,,,,,,,,,Idiosaura,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-archosauromorph diapsids
211,JVP,Osteology and phylogenetic relationships of a new archosauriform reptile from the Middle Triassic (Anisian) of Germany,2024,10.1080/02724634.2024.2357326,Marcianosuchus angustifrons,Germany,Mesozoic,Triassic,Marcianosuchus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Marcianosuchus,,,,,,,,,,,,,,,,,,,,,,,,,,Marcianosuchus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-archosaur archosauromorphs
212,JVP,A new drepanosauromorph (Diapsida) from East–Central New Mexico and diversity of drepanosaur morphology and ecology at the Upper Triassic Homestead Site at Garita Creek (Triassic: mid-Norian),2024,10.1080/02724634.2024.2363202,Unguinychus onyx,United States of America,Mesozoic,Triassic,Unguinychus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Drepanosauromorpha,Drepanosauridae,Unguinychus,,,,,,,,,,,,,,,,,,,,,,,,,,,Unguinychus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-archosauromorph diapsids
213,JVP,The first troodontid (Dinosauria: Theropoda) from the Upper Cretaceous Baruungoyot Formation of Mongolia,2024,10.1080/02724634.2024.2364746,Harenadraco prima,Mongolia,Mesozoic,Cretaceous,Harenadraco,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Paraves,Deinonychosauria,Troodontidae,Harenadraco,,,,,,,,,Harenadraco,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (non-avian saurischians)
214,JVP,"A new lungfish from the Upper Triassic of the Mid-Zambezi Basin, Zimbabwe",2024,10.1080/02724634.2024.2365391,Ferganoceratodus edwardsi,Zimbabwe,Mesozoic,Triassic,Ferganoceratodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnomorpha,Dipnoi,Ferganoceratodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferganoceratodus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (misc. fish)
215,JVP,"The galliform birds from the Lower Eocene London Clay of Walton-on-the-Naze (Essex, U.K.): New species suggest faunal connections to Asia",2024,10.1080/02724634.2024.2374305,Paraortygoides argillae,United States of America,Cenozoic,Eocene,Paraortygoides,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Ornithothoraces,Ornithuromorpha,Ornithurae,Carinatae,Galliformes,Gallinuloididae,Paraortygoides,,,,,Paraortygoides,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dinosaurs (birds)
216,JVP,"The galliform birds from the Lower Eocene London Clay of Walton-on-the-Naze (Essex, U.K.): New species suggest faunal connections to Asia",2024,10.1080/02724634.2024.2374305,Waltonortyx bumbanipodiides,United States of America,Cenozoic,Eocene,Waltonortyx,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Avialae,Ornithothoraces,Ornithuromorpha,Ornithurae,Carinatae,Galliformes,Waltonortygidae,Waltonortyx,,,,,Waltonortyx,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dinosaurs (birds)
217,JVP,A remarkable diversity of waterfowl (Aves: Anseriformes) from the Upper Eocene and Lower Oligocene of Kazakhstan,2024,10.1080/02724634.2024.2374306,Uyrekura chalkarica,Kazakhstan,Cenozoic,Oligocene,Uyrekura,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Paraves,Aves,Neornithes,Neognathae,Pangalloanserae,Galloanserae,Galloanserimorphae,Anseriformes,Anatidae,Uyrekura,,,Uyrekura,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dinosaurs (birds)
218,JVP,A remarkable diversity of waterfowl (Aves: Anseriformes) from the Upper Eocene and Lower Oligocene of Kazakhstan,2024,10.1080/02724634.2024.2374306,Mionetta turgaiensis,Kazakhstan,Cenozoic,Oligocene,Mionetta,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Saurischia,Theropoda,Neotheropoda,Averostra,Tetanurae,Coelurosauria,Maniraptora,Paraves,Aves,Neornithes,Neognathae,Pangalloanserae,Galloanserae,Galloanserimorphae,Anseriformes,Anatidae,Oxyurinae,Mionetta,,Mionetta,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dinosaurs (birds)
219,JVP,"A new freshwater lonchidiid hybodontiform shark (Chondrichthyes, Elasmobranchii) from the Upper Triassic Momonoki Formation in Yamaguchi, Japan",2024,10.1080/02724634.2024.2322749,Parvodus ominechonensis,Japan,Mesozoic,Triassic,Parvodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Euselachii,Hybodonta,Hybodontiformes,Lonchidiidae,Parvodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parvodus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (chondrichthyans)
220,JVP,A new species of Palacrodon and a unique form of tooth attachment in reptiles,2024,10.1080/02724634.2024.2328658,Palacrodon parkeri,United States of America,Mesozoic,Triassic,Palacrodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Palacrodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palacrodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-archosauromorph diapsids
221,JVP,"A new pterosaur from the Middle Jurassic of Skye, Scotland and the early diversification of flying reptiles",2024,10.1080/02724634.2023.2298741,Ceoptera evansae,Scotland,Mesozoic,Jurassic,Ceoptera,Life,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Pterosauromorpha,Pterosauria,Macronychoptera,Novialoidea,Lonchognatha,Monofenestrata,Darwinoptera,Ceoptera,,,,,,,,,,,,,,Ceoptera,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-archosaur archosauromorphs
222,JVP,"A new species of Lates (Perciformes, Latidae) from the Late Miocene of Ukraine and notes on the latest records of lates perches in the Eastern Paratethys",2024,10.1080/02724634.2023.2299314,Lates odessanus,Ukraine,Cenozoic,Miocene,Lates,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Actinopterygii,Actinopteri,Teleosteomorpha,Acanthopterygii,Percomorphaceae,Carangaria,Centropomidae,Lates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lates,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (actinopterygians)
223,JVP,"A new gyracanthid (stem Chondrichthyes) from the Late Devonian (Famennian) of the Eastern Cape, South Africa",2024,10.1080/02724634.2024.2305888,Gyracanthides riniensis,South Africa,Paleozoic,Devonian,Gyracanthides,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Acanthodii,Climatiiformes,Gyracanthidae,Gyracanthides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gyracanthides,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (misc. fish)
224,JVP,"An unexpected early-diverging iguanodontian dinosaur (Ornithischia, Ornithopoda) from the Upper Jurassic of Portugal",2024,10.1080/02724634.2024.2310066,Hesperonyx martinhotomasorum,Portugal,Mesozoic,Jurassic,Hesperonyx,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Sauropsida,Reptilia,Eureptilia,Romeriida,Diapsida,Archosauromorpha,Crocopoda,Archosauriformes,Eucrocopoda,Archosauria,Avemetatarsalia,Ornithodira,Dinosauromorpha,Dinosauriformes,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Clypeodonta,Iguanodontia,Dryomorpha,Hesperonyx,,,,,,,,,,,,Hesperonyx,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dinosaurs (ornithischians)
225,JVP,"A new gyracanthid from the Mississippian of Delta, Iowa, U.S.A.",2024,10.1080/02724634.2024.2310721,Gyracanthus jasperi,United States of America,Paleozoic,Carboniferous,Gyracanthus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Acanthodii,Climatiiformes,Gyracanthidae,Gyracanthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gyracanthus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (misc. fish)
226,JVP,The first eutriconodontan mammal from the Cretaceous (Maastrichtian) of India,2024,10.1080/02724634.2024.2312234,Indotriconodon magnus,India,Mesozoic,Cretaceous,Indotriconodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Eutriconodonta,Indotriconodon,,,,,,,,,,,,,,,,,,,,,,,,,,,Indotriconodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-therian mammaliaforms
227,JVP,A new stem-tetrapod fish from the Middle–Late Devonian of central Australia,2024,10.1080/02724634.2023.2285000,Harajicadectes zhumini,Australia,Paleozoic,Devonian,Harajicadectes,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Harajicadectes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harajicadectes,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (misc. fish)
228,JVP,"Unraveling the diversity of early felines: a new genus of Felinae (Carnivora, Felidae) from the Middle Miocene of Madrid (Spain)",2024,10.1080/02724634.2023.2288924,Magerifelis peignei,Spain,Cenozoic,Miocene,Magerifelis,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Ferae,Pancarnivora,Carnivoramorpha,Carnivoraformes,Carnivora,Feliformia,Feloidea,Felidae,Felinae,Magerifelis,,,,,,,,,,Magerifelis,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
229,JVP,New ctenacanth sharks (Chondrichthyes; Elasmobranchii; Ctenacanthiformes) from the Middle to Late Mississippian of Kentucky and Alabama,2024,10.1080/02724634.2023.2292599,Troglocladodus trimblei,United States of America,Paleozoic,Carboniferous,Troglocladodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Ctenacanthimorpha,Ctenacanthiformes,Ctenacanthidae,Troglocladodus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Troglocladodus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (chondrichthyans)
230,JVP,New ctenacanth sharks (Chondrichthyes; Elasmobranchii; Ctenacanthiformes) from the Middle to Late Mississippian of Kentucky and Alabama,2024,10.1080/02724634.2023.2292599,Glikmanius careforum,United States of America,Paleozoic,Carboniferous,Glikmanius,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Chondrichthyes,Ctenacanthimorpha,Ctenacanthiformes,Ctenacanthidae,Glikmanius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glikmanius,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fish (chondrichthyans)
231,JVP,"New early and middle Eocene artiodactyls from the Erlian Basin, Inner Mongolia, China",2024,10.1080/02724634.2023.2294006,Paraphenacodus gabuniai,China,Paleozoic,Eocene,Paraphenacodus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Dichobunoidea,Dichobunidae,Paraphenacodus,,,,,,,,,,,,,,Paraphenacodus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
232,JVP,"New early and middle Eocene artiodactyls from the Erlian Basin, Inner Mongolia, China",2024,10.1080/02724634.2023.2294006,Irdinodon bicuspidata,China,Paleozoic,Eocene,Irdinodon,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Dichobunoidea,Dichobunidae,Irdinodon,,,,,,,,,,,,,,Irdinodon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
233,JVP,"New early and middle Eocene artiodactyls from the Erlian Basin, Inner Mongolia, China",2024,10.1080/02724634.2023.2294006,Aliusuellus laolii,China,Paleozoic,Eocene,Aliusuellus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Euungulata,Artiodactylamorpha,Artiodactyla,Tapirulidae,Aliusuellus,,,,,,,,,,,,,,,Aliusuellus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
234,JVP,"Tusked walruses (Carnivora: Odobenidae) from the Miocene–Pliocene Purisima Formation of Santa Cruz, California (U.S.A.): a new species of the toothless walrus Valenictus and the oldest records of Odobeninae and Odobenini",2024,10.1080/02724634.2023.2296567,Valenictus sheperdi,United States of America,Cenozoic,Pliocene,Valenictus,Life,Eucarya,Opisthokonta,Animalia,Bilateria,Eubilateria,Deuterostomia,Chordata,Vertebrata,Gnathostomata,Osteichthyes,Sarcopterygii,Dipnotetrapodomorpha,Tetrapodomorpha,Tetrapoda,Reptiliomorpha,Anthracosauria,Amphibiosauria,Cotylosauria,Amniota,Synapsida,Therapsida,Cynodontia,Mammaliamorpha,Mammaliaformes,Mammalia,Cladotheria,Zatheria,Tribosphenida,Theria,Eutheria,Placentalia,Boreoeutheria,Laurasiatheria,Scrotifera,Ferae,Pancarnivora,Carnivoramorpha,Carnivoraformes,Carnivora,Caniformia,Canoidea,Arctoidea,Panpinnipedia,Pinnipedimorpha,Pinnipedia,Odobenidae,Odobeninae,Odobenini,Valenictus,,,,,Valenictus,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Placental mammals
